id,full_name,age,gender,email,phone,address,join_date,salary,department,rating,comments
2168.0,Jessica Thomas,27.0,F,jessica.thomas@example.com,+1 4239639381,"7734 Cedar Ln, New York, NY 58572",2022-01-30,120259.0,Operations,2.3,Exceeds expectations
8032.0,Jessica Moore,55.0,M,jessica.moore@example.com,+1 5773952241,"4633 Park Ave, Philadelphia, PA 58300",2024-09-23,111154.0,Marketing,4.5,
1311.0,Susan Jones,99.5,F,susan.jones@example.com,+1 8224943306,"8945 Main St, New York, NY 70023",2025-10-15,60746.0,Finance,2.4,Average performer
3059.0,Jennifer Gonzalez,31.0,M,jennifer.gonzalez@example.com,+1 5738819045,"5976 Park Ave, Los Angeles, CA 55162",2023-07-08,,Sales,2.1,Good employee
5991.0,William Williams,63.0,FEMALE,william.williams@example.com,535-749-1665,"239 Maple Rd, San Antonio, TX 76880",2022-11-25,57195.0,Engineering,4.0,Good employee
1184.0,Thomas Anderson,52.0,F,thomas.anderson@example.com,+1 6366433159,"1274 Park Ave, New York, NY 35916",2022-10-03,87805.0,Marketing,4.5,Average performer
9991.0,John Miller,60.0,M,john.miller@example.com,827.412.7259,"3351 Cedar Ln, Los Angeles, CA 73146",2025-02-02,52892.0,Legal,3.0,Needs improvement
3027.0,Sarah Taylor,33.0,F,sarah.taylor@example.com,+1 2142359030,"84 Park Ave, San Jose, CA 59889",2024-02-18,132781.0,Marketing,4.9,Exceeds expectations
8523.0,John Williams,20.0,M,john.williams@example.com,556.951.3372,"6527 Lake Dr, Philadelphia, PA 83504",2026-02-25,103664.0,Marketing,3.8,Team player
304.0,James Gonzalez,44.0,M,james.gonzalez@example.com,259.210.5028,"6699 Elm St, Houston, TX 43811",07.04.2023,85511.0,Finance,3.4,
6448.0,Joseph Garcia,44.0,M,joseph.garcia@example.com,+1 3285174468,"2180 Lake Dr, New York, NY 81473",2022-08-01,76607.0,IT,4.5,Exceeds expectations
3521.0,Karen Anderson,,F,karen.anderson@example.com,709.668.2205,"2750 Pine St, Los Angeles, CA 65242",2022-09-16,134341.0,Operations,2.8,Potential leader
7232.0,Joseph Lopez,44.0,F,joseph.lopez@example.com,526-295-6528,"4305 Main St, San Jose, CA 56191",2024-04-14,81997.0,Finance,3.6,Good employee
2971.0,Richard Smith,18.0,M,richard.smith@example.com,609-844-2196,"3738 Maple Rd, San Diego, CA 88966",2025-07-09,149949.0,Marketing,4.4,Exceeds expectations
4346.0,James Anderson,26.0,M,,937.859.7045,"6316 Washington Blvd, San Antonio, TX 23351",2025-09-29,105261.0,Operations,4.7,Excellent work
9286.0,Patricia Jones,61.0,M,patricia.jones@example.com,+1 5563162206,"111 Hill St, San Diego, CA 68055",2021-06-10,114790.0,Marketing,4.5,Team player
8150.0,Elizabeth Anderson,65.0,M,elizabeth.anderson@example.com,(490) 571-6996,"9868 Hill St, Chicago, IL 19115",2021-09-24,116040.0,HR,4.5,
9920.0,Patricia Anderson,66.0,M,patricia.anderson@example.com,+1 2824134705,"1095 Pine St, San Jose, CA 10948",2025-07-18,98872.0,Marketing,4.5,Average performer
4574.0,Karen Wilson,57.0,F,karen.wilson@example.com,555-5555,"2589 Hill St, San Diego, CA 68530",2022-07-12,34253.0,Finance,2.4,Sometimes late
1122.0,Patricia Martin,55.0,M,patricia.martin@example.com,(588) 524-5131,"4330 Hill St, Chicago, IL 90904",2023-08-25,34962.0,Legal,2.3,Average performer
108.0,Charles Jackson,46.0,M,charles.jackson@example.com,(949) 562-8791,"700 Lake Dr, San Diego, CA 88610",2022-07-14,,Sales,3.3,Exceeds expectations
,Robert Johnson,37.0,F,robert.johnson@example.com,812.585.2745,"7637 Oak Ave, San Antonio, TX 15262",2022-02-02,144098.0,Operations,2.4,Potential leader
4023.0,Joseph Smith,70.0,F,,543.601.4265,"6218 Cedar Ln, Dallas, TX 73282",2021-09-19,115904.0,Sales,4.0,Good employee
3013.0,Michael Davis,34.0,F,michael.davis@example.com,(584) 201-4111,,2024-04-05,74925.0,Operations,4.8,Good employee
3814.0,Thomas Davis,24.0,M,thomas.davis@example.com,319.928.3959,"9156 Maple Rd, Chicago, IL 60862",2021-05-24,125308.0,HR,5.0,Excellent work
4354.0,Linda Brown,62.0,M,linda.brown@example.com,632.751.9279,"7616 Park Ave, Chicago, IL 29667",2021-04-16,111037.0,IT,2.3,Exceeds expectations
4760.0,Michael Williams,67.0,M,michael.williams@example.com,(226) 454-1104,"4520 Elm St, Houston, TX 64930",2021-03-30,75553.0,Finance,2.1,Excellent work
7598.0,Linda Martin,25.0,F,linda.martin@example.com,362-361-1647,"1754 Cedar Ln, Philadelphia, PA 44591",2022-03-12,60237.0,HR,4.2,Potential leader
1942.0,Patricia Brown,18.0,F,patricia.brown@example.com,+1 8688416615,"5856 Park Ave, Houston, TX 41349",2024-07-17,92777.0,HR,4.9,Potential leader
7298.0,Jennifer Miller,48.0,F,jennifer.miller@example.com,792.996.9767,"4955 Pine St, Phoenix, AZ 84928","Jul 27, 2025",145566.0,IT,2.1,Exceeds expectations
6619.0,Susan Martinez,54.0,M,susan.martinez@example.com,(329) 957-5980,"1190 Main St, Houston, TX 73839",2024-10-15,36708.0,Legal,4.5,Average performer
8752.0,  Jessica Taylor  ,44.0,M,jessica.taylor@example.com,499-352-2433,"1268 Hill St, Los Angeles, CA 44113",2024-10-15,37829.0,,2.6,Needs improvement
40.0,Richard Rodriguez,47.0,M,,999-781-6848,"4814 Maple Rd, Phoenix, AZ 42061",2021-05-30,129131.0,Engineering,4.5,Exceeds expectations
8631.0,John Anderson,58.0,M,john.anderson@example.com,783.422.5587,"2752 Lake Dr, Phoenix, AZ 99666",2021-12-06,107004.0,Operations,3.8,
8139.0,Richard Hernandez,20.0,F,richard.hernandez@example.com,(744) 360-7611,"1724 Main St, Houston, TX 20323",2023-09-05,90222.0,Sales,3.7,Good employee
1834.0,Robert Garcia,19.0,M,robert.garcia@example.com,737-694-1891,"3980 Maple Rd, Dallas, TX 41649",2025-07-10,107214.0,Legal,2.0,Team player
3870.0,Susan Brown,28.0,M,susan.brown@example.com,957-297-2690,"2913 Main St, Philadelphia, PA 54769",2021-09-27,51486.0,IT,2.9,"Exceeds expectations <script>alert(""hi"")</script>"
1433.0,Jessica Jones,21.0,F,jessica.jones@example.com,,7006 Elm St,2024-09-20,43899.0,Finance,3.4,Good employee
4303.0,Susan Wilson,29.0,M,susan.wilson@example.com,+1 2117164855,"921 Pine St, Philadelphia, PA 98053",2022-07-05,89989.0,IT,4.9,Potential leader
8790.0,Linda Gonzalez,58.0,F,linda.gonzalez@example.com,512-775-9130,"7886 Cedar Ln, San Antonio, TX 91666",2023-05-13,60709.0,Finance,3.2,Team player
5732.0,Thomas Jackson,19.0,M,thomas.jackson@example.com,381-384-9625,"6938 Oak Ave, Los Angeles, CA 87383",2026-01-12,146095.0,Engineering,4.3,Team player
3621.0,John Gonzalez,25.0,F,john.gonzalez@example.com,(781) 335-9090,"5652 Main St, Chicago, IL 20244",2022-12-30,64731.0,Operations,2.7,Exceeds expectations
7876.0,Jennifer Johnson,56.0,F,jennifer.johnson@example.com,+1 3605353374,"1792 Oak Ave, San Jose, CA 98861",2021-04-28,86953.0,Sales,4.3,Excellent work
3687.0,Sarah Anderson,70.0,F,sarah.anderson@example.com,(967) 493-5436,"5454 Main St, San Jose, CA 67080",2022-09-06,130227.0,Operations,4.7,Good employee
8962.0,Michael Rodriguez,62.0,M,michael.rodriguez@example.com,+1 4749173646,"1733 Lake Dr, San Diego, CA 18317",2023-11-27,96325.0,HR,4.7,Potential leader
4105.0,Mary Miller,50.0,F,mary..miller@example..com,615-843-8558,"569 Park Ave, Philadelphia, PA 39086",2022-11-04,40786.0,HR,5.0,Exceeds expectations
9669.0,Robert Martinez,68.0,M,robert.martinez@example.com,+1 5825302673,"8038 Main St, Chicago, IL 22604",2023-04-26,122586.0,Legal,4.1,Average performer
3051.0,Michael Anderson,39.0,F,michael.anderson@example.com,368.437.6943,"5268 Washington Blvd, San Diego, CA 63857",2021-09-23,120433.0,Legal,2.3,Exceeds expectations
1248.0,Sarah Jackson,63.0,F,sarah.jackson@example.com,+1 2162278147,"7104 Lake Dr, Philadelphia, PA 58920",2022-03-12,55266.0,Mktg,3.6,Needs improvement
97.0,David Smith,26.0,M,,269.235.3142,"6435 Maple Rd, San Antonio, TX 75034",2024-04-02,128319.0,Engineering,4.7,Average performer
6638.0,Susan Thomas,66.0,M,susan.thomas@example.com,565-581-1823,"766 Pine St, Los Angeles, CA 36203",2021-10-30,34154.0,IT,4.5,
8206.0,Joseph Moore,51.0,F,joseph.moore@example.com,848.352.5222,"4055 Main St, Houston, TX 45320",2025-08-02,54040.0,Market,3.8,Average performer
4274.0,William Hernandez,48.0,M,william.hernandez@example.com,319.493.6334,"1959 Lake Dr, Los Angeles, CA 85294",2025-01-01,37106.0,HR,2.3,Excellent work
915.0,Barbara Taylor,27.0,M,barbara.taylor@example.com,+1 8487249836,"638 Cedar Ln, Houston, TX 95963",2023-02-03,107816.0,Operations,3.7,Sometimes late
3465.0,Robert Smith,57.0,F,robert.smith@example.com,,"7141 Main St, Houston, TX 38320",2023-12-20,95802.0,Engineering,4.5,Exceeds expectations
8360.0,Elizabeth Thomas,63.0,M,elizabeth.thomas@example.com,358-474-9486,"5595 Oak Ave, San Jose, CA 16021",2025-12-28,57806.0,Legal,3.6,Needs improvement
8383.0,Karen Taylor,18.0,F,karen.taylor@example.com,(823) 281-5613,"5721 Cedar Ln, Houston, TX 42253",2025-09-24,93180.0,Finance,4.1,Sometimes late
4979.0,James Garcia,62.0,F,james.garcia@example.com,641-658-3441,"1305 Lake Dr, New York, NY 30314",2022-05-02,123125.0,Operations,4.1,Needs improvement
316.0,Joseph Hernandez,34.0,M,joseph.hernandez@example.com,466-844-1493,"119 Maple Rd, Philadelphia, PA 88777",2023-01-28,40021.0,Marketing,4.7,Sometimes late
2944.0,Charles Taylor,42.0,F,charles.taylor@example.com,(950) 937-4503,"8258 Oak Ave, San Antonio, TX 79117",2025-12-12,39593.0,Legal,3.1,Potential leader
938.0,charles johnson,20.0,M,charles.johnson@example.com,12345,"8930 Pine St, Philadelphia, PA 43942",2026-02-03,33192.0,Finance,,Good employee
5207.0,James Brown,44.0,F,james.brown@example.com,311.425.6650,"148 Main St, Chicago, IL 78826",2021-12-29,149663.0,Sales,2.7,
2222.0,Karen Hernandez,69.0,M,karen.hernandez@example.com,+1 3558813182,"7224 Washington Blvd, Houston, TX 76567",2021-08-03,99365.0,Engineering,3.7,Potential leader
2698.0,Jessica Moore,59.0,M,jessica.moore@example.com,(684) 240-5943,"8312 Elm St, Los Angeles, CA 71041",2024-08-21,117505.0,Operations,3.8,Team player
6936.0,Susan Gonzalez,48.0,M,susan.gonzalez@example.com,N/A,"3946 Pine St, Dallas, TX 99635",2024-06-27,122618.0,Finance,2.8,Excellent work
336.0,Elizabeth Jackson,24.0,F,elizabeth.jackson@example.com,728.778.4143,"4208 Main St, Los Angeles, CA 81373",2022-09-16,59468.0,Finance,3.3,
4333.0,Sarah Martinez,45.0,F,sarah.martinez@example.com,575.249.8511,"902 Elm St, Philadelphia, PA 67504",2022-06-30,56482.0,Sales,,Potential leader
8991.0,William Rodriguez,70.0,,william.rodriguez@example.com,499-936-2106,"5585 Park Ave, New York, NY 35496",2025-11-08,78622.0,IT,2.3,Potential leader
8016.0,Jessica Jackson,56.0,M,jessica.jackson@example.com,+1 7736026304,"3078 Lake Dr, Houston, TX 91715",2025-11-06,93408.0,Marketing,2.5,Team player
7692.0,Michael Thomas,25.0,F,,435-206-3389,"5 Lake Dr, San Diego, CA 48593",2023-07-29,,Legal,4.9,Needs improvement
2115.0,Elizabeth Garcia,36.0,F,elizabeth.garcia@example.com,,"6940 Lake Dr, Los Angeles, CA 39853",2023-07-16,47185.0,IT,4.0,Team player
4608.0,Barbara Smith,28.0,F,barbara.smith@example.com,212-356-4338,"4733 Oak Ave, San Diego, CA 84528",2024-08-12,140497.0,,3.6,Needs improvement
4004.0,Richard Martinez,52.0,F,richard.martinez@example.com,,"5907 Washington Blvd, Philadelphia, PA 81123",2022-09-23,93723.0,Legal,4.7,
6026.0,Richard Jackson,23.0,M,richard.jackson@example.com,438-822-6021,,2021-07-23,120396.0,Sales,4.6,
4008.0,James Gonzalez,60.0,M,james.gonzalez@example.com,(209) 516-3147,"4840 Elm St, Chicago, IL 76146",2022-10-09,134490.0,IT,3.7,
312.0,Robert Anderson,39.0,F,robert.anderson@example.com,908-684-2176,"6233 Main St, New York, NY 62438",2022-01-12,-95549.0,Engineering,2.5,Sometimes late
7310.0,BARBARA LOPEZ,57.0,F,barbara.lopez@example.com,(953) 971-2663,"6044 Oak Ave, Los Angeles, CA 69907",2024-11-13,31086.0,HR,3.4,Sometimes late
7162.0,John Wilson,59.0,F,john.wilson@example.com,+1 6365073816,"1627 Washington Blvd, Houston, TX 71886",2025-10-23,71676.0,Sales,2.6,
714.0,Susan Thomas,27.0,F,susan.thomas@example.com,262-928-3235,"214 Hill St, Dallas, TX 60265",2024-11-29,33639.0,Finance,3.1,Team player
4826.0,Elizabeth Brown,43.0,F,elizabeth.brown@example.com,348.773.9168,"1008 Pine St, San Antonio, TX 12613",2025-01-08,125867.0,Finance,3.8,
4950.0,Richard Jackson,45.0,F,richard.jackson@example.com,+1 8307722478,"908 Cedar Ln, Los Angeles, CA 85691",2022-02-17,31333.0,Finance,4.3,Average performer
9859.0,James Jackson,60.0,,james.jackson@example.com,+1 8565953389,"7472 Pine St, San Antonio, TX 47223",2021-12-29,62075.0,Finance,3.4,
2914.0,Thomas Davis,37.0,F,thomas.davis@example.com,+1 5638266155,"6375 Main St, Philadelphia, PA 11260",2023-08-25,109943.0,IT,2.1,Exceeds expectations
2458.0,Michael Anderson,20.0,M,michael.anderson@example.com,804-405-5160,"5798 Hill St, Phoenix, AZ 17434",2025-12-04,,Legal,3.8,Excellent work
4554.0,Jennifer Hernandez,43.0,M,jennifer.hernandez@example.com,,"6439 Park Ave, New York, NY 70558",2022-02-07,114106.0,Marketing,4.3,Average performer
6307.0,Mary Martinez,44.0,F,mary.martinez@example.com,405.871.7255,"1033 Oak Ave, Houston, TX 93171",1987-01-01,108135.0,,3.0,
2755.0,Thomas Miller,19.0,F,thomas.miller@example.com,+1 2522567815,"7678 Elm St, San Antonio, TX 14640",2023-08-14,72857.0,Marketing,4.5,Needs improvement
4188.0,Jennifer Garcia,65.0,M,jennifer.garcia@example.com,(686) 720-2520,"2213 Washington Blvd, New York, NY 39146",,73739.0,Operations,4.5,Excellent work
1189.0,Michael Jackson,27.0,F,michael.jackson@example.com,775-599-9666,"4741 Park Ave, Los Angeles, CA 16340",2025-02-04,55389.0,Finance,2.1,Needs improvement
2151.0,Dr. Karen Smith,23.0,M,karen.smith@example.com,(965) 688-9181,"7410 Washington Blvd, Houston, TX 40447",2022-06-26,39860.0,HR,4.8,Potential leader
7248.0,Charles Williams,32.0,M,charles.williams@example.com,609-378-2360,"9765 Elm St, New York, NY 37069",2023-10-10,46712.0,,2.9,Needs improvement
8875.0,Jennifer Jackson,61.0,F,jennifer.jackson@example.com,+1 3589959300,"643 Washington Blvd, New York, NY 10618",2022-10-20,136222.0,Legal,2.6,
3134.0,David Smith,43.0,M,david.smith@example.com,(213) 836-1393,"6581 Elm St, Philadelphia, PA 80181",2023-12-15,99354.0,Eng,2.1,Team player
4304.0,Susan Anderson,29.0,F,susan.anderson@example.com,(689) 340-6552,"9162 Elm St, San Jose, CA 52464",2024-09-04,132645.0,IT,3.4,Exceeds expectations
2686.0,Thomas Garcia,24.0,F,thomas.garcia@example.com,474-974-3293,"1905 Lake Dr, New York, NY 88117",2025-02-16,104418.0,Finance,2.2,Good employee
9285.0,Thomas Brown,45.0,F,thomas.brown@example.com,(827) 477-6798,"3854 Maple Rd, Houston, TX 45395",2024-07-30,65670.0,Engineering,2.2,Potential leader
959.0,John Moore,56.0,M,john.moore@example.com,267-812-7735,"7124 Hill St, San Jose, CA 23897",2023-02-06,136726.0,IT,4.5,Sometimes late
3718.0,Sarah Thomas,51.0,M,sarah.thomas@example.com,204-899-4649,"1324 Lake Dr, Phoenix, AZ 29445",2025-03-15,74512.0,,2.5,Exceeds expectations
534.0,Joseph Garcia,50.0,M,joseph.garcia@example.com,611.394.2765,"5318 Maple Rd, Los Angeles, CA 49071",2021-11-21,63700.0,Legal,,Potential leader
7584.0,Richard Miller,,M,richard.miller@example.com,560-890-3451,"6736 Cedar Ln, Dallas, TX 56085",2021-12-10,90094.0,IT,4.5,Potential leader
7583.0,Susan Jones,48.0,F,susan.jones@example.com,996-824-1500,"4720 Cedar Ln, Dallas, TX 39312",2024-06-08,48621.0,HR,3.9,Average performer
305.0,  David Gonzalez  ,24.0,M,david.gonzalez@example.com,292-200-7122,"4513 Lake Dr, Houston, TX 80224",2023-10-26,92406.0,IT,4.6,Average performer
4694.0,Mary Anderson,29.0,F,mary.anderson@example.com,874-542-9101,"2463 Pine St, Chicago, IL 71428","Jun 06, 2025",64183.0,Operations,3.5,Needs improvement
5363.0,Charles Taylor,55.0,M,charles.taylor@example.com,(711) 938-2815,"8173 Park Ave, Phoenix, AZ 15359","Sep 22, 2025",140696.0,Sales,3.2,Good employee
9513.0,William Gonzalez,32.0,F,william.gonzalez@example.com,957.563.7192,"8143 Washington Blvd, San Antonio, TX 93842",,101772.0,Finance,2.9,Exceeds expectations
6956.0,Joseph Martin,19.0,F,joseph.martin@example.com,351.670.4375,"7498 Maple Rd, Los Angeles, CA 18093",2023-04-05,104641.0,Finance,4.6,Good employee
2961.0,Sarah Smith,42.0,F,sarah.smith@example.com,(967) 756-8391,"4765 Cedar Ln, San Jose, CA 93729",2024-10-19,53256.0,HR,4.6,
5134.0,John Brown,27.0,F,john.brown@example.com,(271) 751-4642,"2073 Washington Blvd, San Jose, CA 65858",2021-04-01,106365.0,Finance,4.2,Excellent work
7498.0,Barbara Lopez,53.0,F,barbara.lopez@example.com,+1 2915482411,"3722 Park Ave, San Antonio, TX 29228",2024-11-07,146350.0,Operations,2.9,Team player
674.0,John Williams,58.0,F,john.williams@example.com,494-315-4675,"9135 Hill St, Philadelphia, PA 33470",2024-07-12,140477.0,Finance,2.7,Average performer
2871.0,Barbara Jones,58.0,F,barbara.jones@example.com,+1 4435246581,"8501 Oak Ave, San Diego, CA 25713",2026-03-02,84668.0,sales ,2.9,Good employee
9552.0,Joseph Thomas,35.0,M,joseph.thomas@example.com,229.403.3629,"3391 Maple Rd, Houston, TX 84793",2025-04-24,76177.0,Sales,4.2,
501.0,Elizabeth Martinez,57.0,M,elizabeth.martinez@example.com,(522) 740-8064,"6978 Maple Rd, Phoenix, AZ 17875",2025-12-24,111074.0,Marketing,2.6,Exceeds expectations
3722.0,Joseph Davis,52.0,M,joseph.davis@example.com,(878) 336-7112,"2909 Elm St, Phoenix, AZ 92751",2020-02-30,103099.0,IT,4.6,Excellent work
7140.0,Jessica Martinez,66.0,M,jessica.martinez@example.com,774-756-9019,"5401 Washington Blvd, San Antonio, TX 97243",14.08.2021,99678.0,Legal,4.6,Average performer
6934.0,Thomas Williams,45.0,F,thomas.williams@example.com,721.402.2344,"4961 Elm St, New York, NY 28789",,88704.0,Operations,2.6,Good employee
7278.0,Robert Moore,26.0,F,robert.moore@example.com,(629) 276-1105,"3805 Hill St, Philadelphia, PA 91639",2025-03-04,131501.0,Operations,4.2,Sometimes late
7733.0,Richard Garcia,61.0,,richard..garcia@example..com,(730) 240-1197,"28 Lake Dr, Phoenix, AZ 15319",2025-01-30,75323.0,HR,2.2,Average performer
884.0,Thomas Moore,200.0,M,thomas.moore@example.com,(572) 870-9074,"8152 Oak Ave, San Jose, CA 50081",2023-07-12,62149.0,Operations,4.6,Sometimes late
488.0,Joseph Brown,51.0,M,joseph.brown@example.com,(646) 959-5862,"2836 Lake Dr, San Diego, CA 16600",2025-09-04,34100.0,HR,2.7,Exceeds expectations
8486.0,Linda Williams,23.0,F,linda.williams@example.com,523.347.7565,"5859 Maple Rd, Dallas, TX 46302",2023-04-23,147554.0,Engineering,3.6,Excellent work
