id,full_name,age,gender,email,phone,address,join_date,salary,department,rating,comments
32,Mary Lopez,36,Male,mary.lopez@example.com,3164595972,"1038 Maple Rd, Houston, TX 50011",8/8/2021,40667,IT,2.1,Excellent work
33,William Garcia,18,Male,william.garcia@example.com,98XXXXXXXX,"4150 Cedar Ln, Chicago, IL 98488",2/1/2023,107525,IT,4.6,Sometimes late
34,Karen Johnson,53,Female,karen.johnson@example.com,98XXXXXXXX,"3538 Park Ave, Dallas, TX 37079",11/11/2025,48284,Sales,4.9,Excellent work
35,William Jones,63,Female,william.jones@example.com,9624527992,"7467 Lake Dr, Dallas, TX 46378",6/17/2023,111721,Marketing,2.2,Excellent work
36,Mary Garcia,62,Male,mary.garcia@example.com,98XXXXXXXX,"1741 Park Ave, San Diego, CA 40403",3/16/2024,116078,Legal,2.2,Average performer
37,Susan Martin,67,Male,susan.martin@example.com,98XXXXXXXX,"1627 Park Ave, Phoenix, AZ 49771",11/16/2024,76427,Legal,2.4,Needs improvement
38,Elizabeth Garcia,32,Male,elizabeth.garcia@example.com,8334896985,"7065 Washington Blvd, Houston, TX 72409",3/1/2022,54340,HR,2.7,Exceeds expectations
39,Michael Jackson,44,Male,michael.jackson@example.com,5915018595,"3052 Pine St, Los Angeles, CA 46345",1/4/2025,48284,IT,4.5,Needs improvement
40,Robert Martin,53,Male,robert.martin@example.com,4639998275,"2676 Park Ave, Dallas, TX 43840",4/25/2021,45896,Marketing,3.9,Average performer
41,James Thomas,20,Male,james.thomas@example.com,8283415393,"9578 Cedar Ln, Houston, TX 44041",2/20/2022,34866,HR,2.6,Needs improvement
42,Jessica Moore,68,Female,jessica.moore@example.com,98XXXXXXXX,"4774 Lake Dr, Phoenix, AZ 50288",6/30/2023,79722,Engineering,3.3,Exceeds expectations
43,Mary Rodriguez,34,Male,mary.rodriguez@example.com,98XXXXXXXX,"3288 Elm St, Philadelphia, PA 71904",4/12/2022,91340,Marketing,3.8,Team player
44,David Johnson,45,Female,david.johnson@example.com,8129316191,"8243 Lake Dr, Chicago, IL 46924",8/29/2022,61029,Engineering,2.5,Exceeds expectations
45,Robert Davis,32,Male,robert.davis@example.com,3866302234,"9343 Main St, San Antonio, TX 76822",6/24/2025,68197,HR,2.5,Excellent work
46,Jessica Thomas,27,Female,jessica.thomas@example.com,98XXXXXXXX,"7734 Cedar Ln, New York, NY 58572",1/30/2022,120259,Operations,2.3,Exceeds expectations
47,Jessica Moore,55,Male,jessica.moore@example.com,98XXXXXXXX,"4633 Park Ave, Philadelphia, PA 58300",9/23/2024,111154,Marketing,4.5,Exceeds expectations
48,Susan Jones,99,Female,susan.jones@example.com,98XXXXXXXX,"8945 Main St, New York, NY 70023",10/15/2025,60746,Finance,2.4,Average performer
49,Jennifer Gonzalez,31,Male,jennifer.gonzalez@example.com,98XXXXXXXX,"5976 Park Ave, Los Angeles, CA 55162",7/8/2023,95382,Sales,2.1,Good employee
50,William Williams,63,Female,william.williams@example.com,5357491665,"239 Maple Rd, San Antonio, TX 76880",11/25/2022,57195,Engineering,4,Good employee
51,Thomas Anderson,52,Female,thomas.anderson@example.com,98XXXXXXXX,"1274 Park Ave, New York, NY 35916",10/3/2022,87805,Marketing,4.5,Average performer
52,John Miller,60,Male,john.miller@example.com,8274127259,"3351 Cedar Ln, Los Angeles, CA 73146",2/2/2025,52892,Legal,3,Needs improvement
53,Sarah Taylor,33,Female,sarah.taylor@example.com,98XXXXXXXX,"84 Park Ave, San Jose, CA 59889",2/18/2024,132781,Marketing,4.9,Exceeds expectations
54,John Williams,20,Male,john.williams@example.com,5569513372,"6527 Lake Dr, Philadelphia, PA 83504",2/25/2026,103664,Marketing,3.8,Team player
55,James Gonzalez,44,Male,james.gonzalez@example.com,2592105028,"6699 Elm St, Houston, TX 43811",7/4/2023,85511,Finance,3.4,Exceeds expectations
56,Joseph Garcia,44,Male,joseph.garcia@example.com,98XXXXXXXX,"2180 Lake Dr, New York, NY 81473",8/1/2022,76607,IT,4.5,Exceeds expectations
56,Karen Anderson,43,Female,karen.anderson@example.com,7096682205,"2750 Pine St, Los Angeles, CA 65242",9/16/2022,134341,Operations,2.8,Potential leader
57,Joseph Lopez,44,Female,joseph.lopez@example.com,5262956528,"4305 Main St, San Jose, CA 56191",4/14/2024,81997,Finance,3.6,Good employee
58,Richard Smith,18,Male,richard.smith@example.com,6098442196,"3738 Maple Rd, San Diego, CA 88966",7/9/2025,149949,Marketing,4.4,Exceeds expectations
59,James Anderson,26,Male,missing@example.com,9378597045,"6316 Washington Blvd, San Antonio, TX 23351",9/29/2025,105261,Operations,4.7,Excellent work
60,Patricia Jones,61,Male,patricia.jones@example.com,98XXXXXXXX,"111 Hill St, San Diego, CA 68055",6/10/2021,114790,Marketing,4.5,Team player
61,Elizabeth Anderson,65,Male,elizabeth.anderson@example.com,4905716996,"9868 Hill St, Chicago, IL 19115",9/24/2021,116040,HR,4.5,Exceeds expectations
62,Patricia Anderson,66,Male,patricia.anderson@example.com,98XXXXXXXX,"1095 Pine St, San Jose, CA 10948",7/18/2025,98872,Marketing,4.5,Average performer
63,Karen Wilson,57,Female,karen.wilson@example.com,98XXXXXXXX,"2589 Hill St, San Diego, CA 68530",7/12/2022,34253,Finance,2.4,Sometimes late
64,Patricia Martin,55,Male,patricia.martin@example.com,5885245131,"4330 Hill St, Chicago, IL 90904",8/25/2023,34962,Legal,2.3,Average performer
65,Charles Jackson,46,Male,charles.jackson@example.com,9495628791,"700 Lake Dr, San Diego, CA 88610",7/14/2022,95382,Sales,3.3,Exceeds expectations
66,Robert Johnson,37,Female,robert.johnson@example.com,8125852745,"7637 Oak Ave, San Antonio, TX 15262",2/2/2022,144098,Operations,2.4,Potential leader
67,Joseph Smith,70,Female,missing@example.com,5436014265,"6218 Cedar Ln, Dallas, TX 73282",9/19/2021,115904,Sales,4,Good employee
68,Michael Davis,34,Female,michael.davis@example.com,5842014111,"1124 Washington Blvd, Philadelphia, PA 13261",4/5/2024,74925,Operations,4.8,Good employee
69,Thomas Davis,24,Male,thomas.davis@example.com,3199283959,"9156 Maple Rd, Chicago, IL 60862",5/24/2021,125308,HR,5,Excellent work
70,Linda Brown,62,Male,linda.brown@example.com,6327519279,"7616 Park Ave, Chicago, IL 29667",4/16/2021,111037,IT,2.3,Exceeds expectations
71,Michael Williams,67,Male,michael.williams@example.com,2264541104,"4520 Elm St, Houston, TX 64930",3/30/2021,75553,Finance,2.1,Excellent work
72,Linda Martin,25,Female,linda.martin@example.com,3623611647,"1754 Cedar Ln, Philadelphia, PA 44591",3/12/2022,60237,HR,4.2,Potential leader
73,Patricia Brown,18,Female,patricia.brown@example.com,98XXXXXXXX,"5856 Park Ave, Houston, TX 41349",7/17/2024,92777,HR,4.9,Potential leader
74,Jennifer Miller,48,Female,jennifer.miller@example.com,7929969767,"4955 Pine St, Phoenix, AZ 84928",7/27/2025,145566,IT,2.1,Exceeds expectations
75,Susan Martinez,54,Male,susan.martinez@example.com,3299575980,"1190 Main St, Houston, TX 73839",10/15/2024,36708,Legal,4.5,Average performer
76,  Jessica Taylor  ,44,Male,jessica.taylor@example.com,4993522433,"1268 Hill St, Los Angeles, CA 44113",10/15/2024,37829,Sales,2.6,Needs improvement
77,Richard Rodriguez,47,Male,missing@example.com,9997816848,"4814 Maple Rd, Phoenix, AZ 42061",5/30/2021,129131,Engineering,4.5,Exceeds expectations
78,John Anderson,58,Male,john.anderson@example.com,7834225587,"2752 Lake Dr, Phoenix, AZ 99666",12/6/2021,107004,Operations,3.8,Exceeds expectations
79,Richard Hernandez,20,Female,richard.hernandez@example.com,7443607611,"1724 Main St, Houston, TX 20323",9/5/2023,90222,Sales,3.7,Good employee
80,Robert Garcia,19,Male,robert.garcia@example.com,7376941891,"3980 Maple Rd, Dallas, TX 41649",7/10/2025,107214,Legal,2,Team player
81,Susan Brown,28,Male,susan.brown@example.com,9572972690,"2913 Main St, Philadelphia, PA 54769",9/27/2021,51486,IT,2.9,"Exceeds expectations <script>alert(""hi"")</script>"
82,Jessica Jones,21,Female,jessica.jones@example.com,98XXXXXXXX,7006 Elm St,9/20/2024,43899,Finance,3.4,Good employee
83,Susan Wilson,29,Male,susan.wilson@example.com,98XXXXXXXX,"921 Pine St, Philadelphia, PA 98053",7/5/2022,89989,IT,4.9,Potential leader
84,Linda Gonzalez,58,Female,linda.gonzalez@example.com,5127759130,"7886 Cedar Ln, San Antonio, TX 91666",5/13/2023,60709,Finance,3.2,Team player
85,Thomas Jackson,19,Male,thomas.jackson@example.com,3813849625,"6938 Oak Ave, Los Angeles, CA 87383",1/12/2026,146095,Engineering,4.3,Team player
86,John Gonzalez,25,Female,john.gonzalez@example.com,7813359090,"5652 Main St, Chicago, IL 20244",12/30/2022,64731,Operations,2.7,Exceeds expectations
87,Jennifer Johnson,56,Female,jennifer.johnson@example.com,98XXXXXXXX,"1792 Oak Ave, San Jose, CA 98861",4/28/2021,86953,Sales,4.3,Excellent work
88,Sarah Anderson,70,Female,sarah.anderson@example.com,9674935436,"5454 Main St, San Jose, CA 67080",9/6/2022,130227,Operations,4.7,Good employee
89,Michael Rodriguez,62,Male,michael.rodriguez@example.com,98XXXXXXXX,"1733 Lake Dr, San Diego, CA 18317",11/27/2023,96325,HR,4.7,Potential leader
90,Mary Miller,50,Female,mary..miller@example..com,6158438558,"569 Park Ave, Philadelphia, PA 39086",11/4/2022,40786,HR,5,Exceeds expectations
91,Robert Martinez,68,Male,robert.martinez@example.com,98XXXXXXXX,"8038 Main St, Chicago, IL 22604",4/26/2023,122586,Legal,4.1,Average performer
92,Michael Anderson,39,Female,michael.anderson@example.com,3684376943,"5268 Washington Blvd, San Diego, CA 63857",9/23/2021,120433,Legal,2.3,Exceeds expectations
93,Sarah Jackson,63,Female,sarah.jackson@example.com,98XXXXXXXX,"7104 Lake Dr, Philadelphia, PA 58920",3/12/2022,55266,Marketing,3.6,Needs improvement
94,David Smith,26,Male,missing@example.com,2692353142,"6435 Maple Rd, San Antonio, TX 75034",4/2/2024,128319,Engineering,4.7,Average performer
95,Susan Thomas,66,Male,susan.thomas@example.com,5655811823,"766 Pine St, Los Angeles, CA 36203",10/30/2021,34154,IT,4.5,Exceeds expectations
96,Joseph Moore,51,Female,joseph.moore@example.com,8483525222,"4055 Main St, Houston, TX 45320",8/2/2025,54040,Marketing,3.8,Average performer
97,William Hernandez,48,Male,william.hernandez@example.com,3194936334,"1959 Lake Dr, Los Angeles, CA 85294",1/1/2025,37106,HR,2.3,Excellent work
98,Barbara Taylor,27,Male,barbara.taylor@example.com,98XXXXXXXX,"638 Cedar Ln, Houston, TX 95963",2/3/2023,107816,Operations,3.7,Sometimes late
99,Robert Smith,57,Female,robert.smith@example.com,98XXXXXXXX,"7141 Main St, Houston, TX 38320",12/20/2023,95802,Engineering,4.5,Exceeds expectations
100,Elizabeth Thomas,63,Male,elizabeth.thomas@example.com,3584749486,"5595 Oak Ave, San Jose, CA 16021",12/28/2025,57806,Legal,3.6,Needs improvement
101,Karen Taylor,18,Female,karen.taylor@example.com,8232815613,"5721 Cedar Ln, Houston, TX 42253",9/24/2025,93180,Finance,4.1,Sometimes late
102,James Garcia,62,Female,james.garcia@example.com,6416583441,"1305 Lake Dr, New York, NY 30314",5/2/2022,123125,Operations,4.1,Needs improvement
103,Joseph Hernandez,34,Male,joseph.hernandez@example.com,4668441493,"119 Maple Rd, Philadelphia, PA 88777",1/28/2023,40021,Marketing,4.7,Sometimes late
104,Charles Taylor,42,Female,charles.taylor@example.com,9509374503,"8258 Oak Ave, San Antonio, TX 79117",12/12/2025,39593,Legal,3.1,Potential leader
105,charles johnson,20,Male,charles.johnson@example.com,98XXXXXXXX,"8930 Pine St, Philadelphia, PA 43942",2/3/2026,33192,Finance,3.5,Good employee
106,James Brown,44,Female,james.brown@example.com,3114256650,"148 Main St, Chicago, IL 78826",12/29/2021,149663,Sales,2.7,Exceeds expectations
107,Karen Hernandez,69,Male,karen.hernandez@example.com,98XXXXXXXX,"7224 Washington Blvd, Houston, TX 76567",8/3/2021,99365,Engineering,3.7,Potential leader
108,Jessica Moore,59,Male,jessica.moore@example.com,6842405943,"8312 Elm St, Los Angeles, CA 71041",8/21/2024,117505,Operations,3.8,Team player
108,Susan Gonzalez,48,Male,susan.gonzalez@example.com,98XXXXXXXX,"3946 Pine St, Dallas, TX 99635",6/27/2024,122618,Finance,2.8,Excellent work
109,Elizabeth Jackson,24,Female,elizabeth.jackson@example.com,7287784143,"4208 Main St, Los Angeles, CA 81373",9/16/2022,59468,Finance,3.3,Exceeds expectations
110,Sarah Martinez,45,Female,sarah.martinez@example.com,5752498511,"902 Elm St, Philadelphia, PA 67504",6/30/2022,56482,Sales,3.5,Potential leader
111,William Rodriguez,70,Female,william.rodriguez@example.com,4999362106,"5585 Park Ave, New York, NY 35496",11/8/2025,78622,IT,2.3,Potential leader
112,Jessica Jackson,56,Male,jessica.jackson@example.com,98XXXXXXXX,"3078 Lake Dr, Houston, TX 91715",11/6/2025,93408,Marketing,2.5,Team player
113,Michael Thomas,25,Female,missing@example.com,4352063389,"5 Lake Dr, San Diego, CA 48593",7/29/2023,95382,Legal,4.9,Needs improvement
114,Elizabeth Garcia,36,Female,elizabeth.garcia@example.com,98XXXXXXXX,"6940 Lake Dr, Los Angeles, CA 39853",7/16/2023,47185,IT,4,Team player
115,Barbara Smith,28,Female,barbara.smith@example.com,2123564338,"4733 Oak Ave, San Diego, CA 84528",8/12/2024,140497,Sales,3.6,Needs improvement
116,Richard Martinez,52,Female,richard.martinez@example.com,98XXXXXXXX,"5907 Washington Blvd, Philadelphia, PA 81123",9/23/2022,93723,Legal,4.7,Exceeds expectations
117,Richard Jackson,23,Male,richard.jackson@example.com,4388226021,"1124 Washington Blvd, Philadelphia, PA 13261",7/23/2021,120396,Sales,4.6,Exceeds expectations
118,James Gonzalez,60,Male,james.gonzalez@example.com,2095163147,"4840 Elm St, Chicago, IL 76146",10/9/2022,134490,IT,3.7,Exceeds expectations
119,Robert Anderson,39,Female,robert.anderson@example.com,9086842176,"6233 Main St, New York, NY 62438",1/12/2022,-95549,Engineering,2.5,Sometimes late
120,BARBARA LOPEZ,57,Female,barbara.lopez@example.com,9539712663,"6044 Oak Ave, Los Angeles, CA 69907",11/13/2024,31086,HR,3.4,Sometimes late
121,John Wilson,59,Female,john.wilson@example.com,98XXXXXXXX,"1627 Washington Blvd, Houston, TX 71886",10/23/2025,71676,Sales,2.6,Exceeds expectations
122,Susan Thomas,27,Female,susan.thomas@example.com,2629283235,"214 Hill St, Dallas, TX 60265",11/29/2024,33639,Finance,3.1,Team player
123,Elizabeth Brown,43,Female,elizabeth.brown@example.com,3487739168,"1008 Pine St, San Antonio, TX 12613",1/8/2025,125867,Finance,3.8,Exceeds expectations
124,Richard Jackson,45,Female,richard.jackson@example.com,98XXXXXXXX,"908 Cedar Ln, Los Angeles, CA 85691",2/17/2022,31333,Finance,4.3,Average performer
125,James Jackson,60,Female,james.jackson@example.com,98XXXXXXXX,"7472 Pine St, San Antonio, TX 47223",12/29/2021,62075,Finance,3.4,Exceeds expectations
126,Thomas Davis,37,Female,thomas.davis@example.com,98XXXXXXXX,"6375 Main St, Philadelphia, PA 11260",8/25/2023,109943,IT,2.1,Exceeds expectations
127,Michael Anderson,20,Male,michael.anderson@example.com,8044055160,"5798 Hill St, Phoenix, AZ 17434",12/4/2025,95382,Legal,3.8,Excellent work
128,Jennifer Hernandez,43,Male,jennifer.hernandez@example.com,98XXXXXXXX,"6439 Park Ave, New York, NY 70558",2/7/2022,114106,Marketing,4.3,Average performer
129,Mary Martinez,44,Female,mary.martinez@example.com,4058717255,"1033 Oak Ave, Houston, TX 93171",1/1/1987,108135,Sales,3,Exceeds expectations
130,Thomas Miller,19,Female,thomas.miller@example.com,98XXXXXXXX,"7678 Elm St, San Antonio, TX 14640",8/14/2023,72857,Marketing,4.5,Needs improvement
131,Jennifer Garcia,65,Male,jennifer.garcia@example.com,6867202520,"2213 Washington Blvd, New York, NY 39146",10/1/2021,73739,Operations,4.5,Excellent work
132,Michael Jackson,27,Female,michael.jackson@example.com,7755999666,"4741 Park Ave, Los Angeles, CA 16340",2/4/2025,55389,Finance,2.1,Needs improvement
133,Dr. Karen Smith,23,Male,karen.smith@example.com,9656889181,"7410 Washington Blvd, Houston, TX 40447",6/26/2022,39860,HR,4.8,Potential leader
134,Charles Williams,32,Male,charles.williams@example.com,6093782360,"9765 Elm St, New York, NY 37069",10/10/2023,46712,Sales,2.9,Needs improvement
135,Jennifer Jackson,61,Female,jennifer.jackson@example.com,98XXXXXXXX,"643 Washington Blvd, New York, NY 10618",10/20/2022,136222,Legal,2.6,Exceeds expectations
136,David Smith,43,Male,david.smith@example.com,2138361393,"6581 Elm St, Philadelphia, PA 80181",12/15/2023,99354,Engineering,2.1,Team player
137,Susan Anderson,29,Female,susan.anderson@example.com,6893406552,"9162 Elm St, San Jose, CA 52464",9/4/2024,132645,IT,3.4,Exceeds expectations
138,Thomas Garcia,24,Female,thomas.garcia@example.com,4749743293,"1905 Lake Dr, New York, NY 88117",2/16/2025,104418,Finance,2.2,Good employee
139,Thomas Brown,45,Female,thomas.brown@example.com,8274776798,"3854 Maple Rd, Houston, TX 45395",7/30/2024,65670,Engineering,2.2,Potential leader
140,John Moore,56,Male,john.moore@example.com,2678127735,"7124 Hill St, San Jose, CA 23897",2/6/2023,136726,IT,4.5,Sometimes late
141,Sarah Thomas,51,Male,sarah.thomas@example.com,2048994649,"1324 Lake Dr, Phoenix, AZ 29445",3/15/2025,74512,Sales,2.5,Exceeds expectations
142,Joseph Garcia,50,Male,joseph.garcia@example.com,6113942765,"5318 Maple Rd, Los Angeles, CA 49071",11/21/2021,63700,Legal,3.5,Potential leader
143,Richard Miller,43,Male,richard.miller@example.com,5608903451,"6736 Cedar Ln, Dallas, TX 56085",12/10/2021,90094,IT,4.5,Potential leader
144,Susan Jones,48,Female,susan.jones@example.com,9968241500,"4720 Cedar Ln, Dallas, TX 39312",6/8/2024,48621,HR,3.9,Average performer
145,  David Gonzalez  ,24,Male,david.gonzalez@example.com,2922007122,"4513 Lake Dr, Houston, TX 80224",10/26/2023,92406,IT,4.6,Average performer
146,Mary Anderson,29,Female,mary.anderson@example.com,8745429101,"2463 Pine St, Chicago, IL 71428",6/6/2025,64183,Operations,3.5,Needs improvement
147,Charles Taylor,55,Male,charles.taylor@example.com,7119382815,"8173 Park Ave, Phoenix, AZ 15359",9/22/2025,140696,Sales,3.2,Good employee
148,William Gonzalez,32,Female,william.gonzalez@example.com,9575637192,"8143 Washington Blvd, San Antonio, TX 93842",10/1/2021,101772,Finance,2.9,Exceeds expectations
149,Joseph Martin,19,Female,joseph.martin@example.com,3516704375,"7498 Maple Rd, Los Angeles, CA 18093",4/5/2023,104641,Finance,4.6,Good employee
150,Sarah Smith,42,Female,sarah.smith@example.com,9677568391,"4765 Cedar Ln, San Jose, CA 93729",10/19/2024,53256,HR,4.6,Exceeds expectations
151,John Brown,27,Female,john.brown@example.com,2717514642,"2073 Washington Blvd, San Jose, CA 65858",4/1/2021,106365,Finance,4.2,Excellent work
152,Barbara Lopez,53,Female,barbara.lopez@example.com,98XXXXXXXX,"3722 Park Ave, San Antonio, TX 29228",11/7/2024,146350,Operations,2.9,Team player
153,John Williams,58,Female,john.williams@example.com,4943154675,"9135 Hill St, Philadelphia, PA 33470",7/12/2024,140477,Finance,2.7,Average performer
154,Barbara Jones,58,Female,barbara.jones@example.com,98XXXXXXXX,"8501 Oak Ave, San Diego, CA 25713",3/2/2026,84668,Sales,2.9,Good employee
155,Joseph Thomas,35,Male,joseph.thomas@example.com,2294033629,"3391 Maple Rd, Houston, TX 84793",4/24/2025,76177,Sales,4.2,Exceeds expectations
156,Elizabeth Martinez,57,Male,elizabeth.martinez@example.com,5227408064,"6978 Maple Rd, Phoenix, AZ 17875",12/24/2025,111074,Marketing,2.6,Exceeds expectations
157,Joseph Davis,52,Male,joseph.davis@example.com,8783367112,"2909 Elm St, Phoenix, AZ 92751",10/1/2021,103099,IT,4.6,Excellent work
158,Jessica Martinez,66,Male,jessica.martinez@example.com,7747569019,"5401 Washington Blvd, San Antonio, TX 97243",8/14/2021,99678,Legal,4.6,Average performer
159,Thomas Williams,45,Female,thomas.williams@example.com,7214022344,"4961 Elm St, New York, NY 28789",10/1/2021,88704,Operations,2.6,Good employee
160,Robert Moore,26,Female,robert.moore@example.com,6292761105,"3805 Hill St, Philadelphia, PA 91639",3/4/2025,131501,Operations,4.2,Sometimes late
161,Richard Garcia,61,Female,richard..garcia@example..com,7302401197,"28 Lake Dr, Phoenix, AZ 15319",1/30/2025,75323,HR,2.2,Average performer
162,Thomas Moore,43,Male,thomas.moore@example.com,5728709074,"8152 Oak Ave, San Jose, CA 50081",7/12/2023,62149,Operations,4.6,Sometimes late
163,Joseph Brown,51,Male,joseph.brown@example.com,6469595862,"2836 Lake Dr, San Diego, CA 16600",9/4/2025,34100,HR,2.7,Exceeds expectations
164,Linda Williams,23,Female,linda.williams@example.com,5233477565,"5859 Maple Rd, Dallas, TX 46302",4/23/2023,147554,Engineering,3.6,Excellent work
165,THOMAS MILLER,33,Male,thomas.miller@example.com,98XXXXXXXX,7192 Cedar Ln,4/11/2023,137771,Finance,2.1,Sometimes late
166,James Thomas,43,Male,james.thomas@example.com,8785959383,"6496 Maple Rd, Phoenix, AZ 93776",3/24/2025,140560,Operations,3,Average performer
167,Charles Martin,69,Female,charles.martin@example.com,8574953616,"9123 Main St, San Antonio, TX 82629",9/27/2024,111098,IT,4.4,Good employee
168,Jessica Williams,56,Female,jessica.williams@example.com,8606551114,"2077 Maple Rd, San Jose, CA 43020",11/17/2025,75734,Sales,3.7,Excellent work
169,Dr. James Moore,70,Male,james.moore@example.com,3423784732,"4073 Lake Dr, San Diego, CA 65605",11/23/2024,95030,IT,2.3,Exceeds expectations
170,Charles Miller,43,Male,charles.miller@example.com,98XXXXXXXX,"7341 Lake Dr, San Antonio, TX 30361",3/21/2022,123025,IT,4.1,Team player
171,Jennifer Garcia,66,Male,jennifer.garcia@example.com,98XXXXXXXX,"924 Main St, Dallas, TX 54481",5/16/2025,59919,IT,3.6,Team player
172,John Martin,50,Male,john.martin@example.com,5084229894,"7242 Maple Rd, Houston, TX 35433",6/19/2023,54032,Marketing,4.9,Exceeds expectations
173,John Martinez,53,Male,john.martinez@example.com,6068545698,"2719 Washington Blvd, San Antonio, TX 48853",7/11/2024,143219,IT,2.1,Exceeds expectations
174,James Rodriguez,31,Female,james.rodriguez@example.com,9598441707,"4327 Elm St, Chicago, IL 41214",4/5/2022,108982,Sales,3.7,Average performer
